identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0052900719;SCEA GUILLAUME ROUE;2020;Air;Ammoniac (NH3);19300;kg/an
0052900746;GAEC DE LESTANET-HUELLA;2020;Air;Ammoniac (NH3);28100;kg/an
0052900751;EARL NOVA LAND;2020;Air;Ammoniac (NH3);11300;kg/an
0052900799;SARL PAUL LE ROY;2020;Air;Ammoniac (NH3);15700;kg/an
0052900919;SCEA PLOUZENNEC;2020;Air;Ammoniac (NH3);17000;kg/an
0052900924;RANNOU (SARL);2020;Air;Ammoniac (NH3);18300;kg/an
0052901022;EARL PEMOCH AR PONT;2020;Air;Ammoniac (NH3);12900;kg/an
0052901025;EARL DE KERILLY;2020;Air;Ammoniac (NH3);19200;kg/an
0052901153;KERJEAN (SAS) - Site du Hanvec;2020;Air;Ammoniac (NH3);15000;kg/an
0052901231;SCEA DE KERSCAO;2020;Air;Ammoniac (NH3);32200;kg/an
0052901276;GAEC DE ROC'H FILY;2020;Air;Ammoniac (NH3);12900;kg/an
0052901377;SARL AVEL VOR;2020;Air;Ammoniac (NH3);33300;kg/an
0052901390;GAEC DU VOULIC;2020;Air;Ammoniac (NH3);10500;kg/an
0052901489;EARL DARE;2020;Air;Ammoniac (NH3);16700;kg/an
0052901515;SCEA BERNARD LE GALL;2020;Air;Ammoniac (NH3);20300;kg/an
0052901610;EARL RUN AVEL SPI;2020;Air;Ammoniac (NH3);11400;kg/an
0052901616;MONSIEUR JEAN CHARLES VINGANTE;2020;Air;Ammoniac (NH3);18100;kg/an
0052901675;SCEA DE PRATENOU;2020;Air;Ammoniac (NH3);18800;kg/an
0052901684;SCEA KERHERVE;2020;Air;Ammoniac (NH3);25800;kg/an
0052901731;SARL DE ROSSIVIN;2020;Air;Ammoniac (NH3);36500;kg/an
0052901771;SCEA DES AJONCS;2020;Air;Ammoniac (NH3);12100;kg/an
0052901867;SCEA DU HARS;2020;Air;Ammoniac (NH3);23600;kg/an
0052901878;EARL SEAC'H;2020;Air;Ammoniac (NH3);16700;kg/an
0052901895;SARL DE KERANFORS;2020;Air;Ammoniac (NH3);32700;kg/an
0052901999;SAS KERJEAN;2020;Air;Ammoniac (NH3);20300;kg/an
0052902050;SAS PIERRE RANNOU;2020;Air;Ammoniac (NH3);48600;kg/an
0052902057;SCEA PHILIPPE GALLOU;2020;Air;Ammoniac (NH3);23500;kg/an
0052902065;AR BRUG (EARL);2020;Air;Ammoniac (NH3);14300;kg/an
0052902128;EARL KERVEILLANT;2020;Air;Ammoniac (NH3);12200;kg/an
0052902141;SCEA DE LA VALLEE;2020;Air;Ammoniac (NH3);24100;kg/an
0052902143;SCEA VIGOUROUX;2020;Air;Ammoniac (NH3);13800;kg/an
0052902265;EARL DU MANOIR;2020;Air;Ammoniac (NH3);20400;kg/an
0052902286;EARL DE QUISTILLIC DENIEL;2020;Air;Ammoniac (NH3);11700;kg/an
0052902310;SCEA DE KEROHAN (ex SARL LE BAUT);2020;Air;Ammoniac (NH3);12200;kg/an
0052902347;SCEA KERGONCILY;2020;Air;Ammoniac (NH3);15600;kg/an
0052902360;GAEC DE KER AR CREACH;2020;Air;Ammoniac (NH3);21200;kg/an
0052902371;GAEC DE KERASCOT;2020;Air;Ammoniac (NH3);11100;kg/an
0052902416;SCEA DES SOURCES;2020;Air;Ammoniac (NH3);17100;kg/an
0052902481;SCEA POULIQUEN;2020;Air;Ammoniac (NH3);17900;kg/an
0052902492;GAEC PAPE;2020;Air;Ammoniac (NH3);13100;kg/an
0052902496;EARL LE BERRE;2020;Air;Ammoniac (NH3);15600;kg/an
0052902517;SAS ELEVAGE JEAN CLAUDE FAVE;2020;Air;Ammoniac (NH3);26200;kg/an
0052902578;SOCIETE JEAN MARIE MINGAM;2020;Air;Ammoniac (NH3);24300;kg/an
0052902589;EARL LANNUZEL;2020;Air;Ammoniac (NH3);21800;kg/an
0052902590;GUILLERM MORIZUR (EARL);2020;Air;Ammoniac (NH3);13500;kg/an
0052902592;SCEA BOD FAO;2020;Air;Ammoniac (NH3);12500;kg/an
0052902594;LEONBERG (EARL);2020;Air;Ammoniac (NH3);26200;kg/an
0052902706;LE ROY (EARL);2020;Air;Ammoniac (NH3);13500;kg/an
0052902708;EARL FAGON;2020;Air;Ammoniac (NH3);10600;kg/an
0052902712;EARL DE KERVICHEN;2020;Air;Ammoniac (NH3);10300;kg/an
0052902734;TROIS VALLEES ( EARL DES );2020;Air;Ammoniac (NH3);14600;kg/an
0052902774;SAS LE VERGE;2020;Air;Ammoniac (NH3);46700;kg/an
0052902810;SARL René COLIN;2020;Air;Ammoniac (NH3);40300;kg/an
0052902812;EARL  DE SANT ALAR;2020;Air;Ammoniac (NH3);30400;kg/an
0052902813;SCEA PICART;2020;Air;Ammoniac (NH3);22300;kg/an
0052902918;SCEA ROMAIN RIOU;2020;Air;Ammoniac (NH3);33400;kg/an
0052902923;GUEGUEN-BELLEC;2020;Air;Ammoniac (NH3);11100;kg/an
0052902925;EARL DU LEURIOU;2020;Air;Ammoniac (NH3);30000;kg/an
0052902949;EARL KOAT PENHOAT;2020;Air;Ammoniac (NH3);16600;kg/an
0052902968;EARL DE KEROUGANT;2020;Air;Ammoniac (NH3);15100;kg/an
0052902997;PEUPLIERS (EARL des);2020;Air;Ammoniac (NH3);14900;kg/an
0052903123;GAEC AR MANERIOU;2020;Air;Ammoniac (NH3);14600;kg/an
0052903132;SCEA DE L HIPPODROME;2020;Air;Ammoniac (NH3);13900;kg/an
0052903135;EARL PALUT;2020;Air;Ammoniac (NH3);25400;kg/an
0052903136;SCEA DAVID RIOU;2020;Air;Ammoniac (NH3);23400;kg/an
0052903142;EARL DE PRAT A LAND;2020;Air;Ammoniac (NH3);17100;kg/an
0052903144;SARL BERTHEVAS;2020;Air;Ammoniac (NH3);18800;kg/an
0052903170;SCEA DEMEURE;2020;Air;Ammoniac (NH3);18800;kg/an
0052903294;EARL COSQUER;2020;Air;Ammoniac (NH3);20000;kg/an
0052903307;EARL BODONAP;2020;Air;Ammoniac (NH3);14800;kg/an
0052903311;EARL DE RUOT;2020;Air;Ammoniac (NH3);16600;kg/an
0052903402;GAEC DU STANG;2020;Air;Ammoniac (NH3);11400;kg/an
0052903410;EARL PHILIPPE HASCOET;2020;Air;Ammoniac (NH3);18300;kg/an
0052903454;SCEA DE LA CLARTE;2020;Air;Ammoniac (NH3);30800;kg/an
0052903724;GAEC CORRE;2020;Air;Ammoniac (NH3);18000;kg/an
0052903736;EARL DE LESCUZ;2020;Air;Ammoniac (NH3);11600;kg/an
0052903750;SAS Jean GUEGUENIAT;2020;Air;Ammoniac (NH3);33700;kg/an
0052903755;EARL DE KERVENAN;2020;Air;Ammoniac (NH3);12300;kg/an
0052903781;EARL LOSSEC;2020;Air;Ammoniac (NH3);27700;kg/an
0052903791;SARL COADOUR;2020;Air;Ammoniac (NH3);23800;kg/an
0052903875;EARL DU COSQUER;2020;Air;Ammoniac (NH3);15200;kg/an
0052903952;SCEA DE KERBREZELLEC;2020;Air;Ammoniac (NH3);20200;kg/an
0052904001;EARL GOARNISSON;2020;Air;Ammoniac (NH3);19800;kg/an
0052904022;SARL ELEVAGE PAUL;2020;Air;Ammoniac (NH3);21400;kg/an
0052904060;SCEA DANOUEDEL;2020;Air;Ammoniac (NH3);14800;kg/an
0052904061;SCEA DE QUISTINIT;2020;Air;Ammoniac (NH3);20600;kg/an
0052904125;SCEA ELEVAGE DE MENEZ KAMP;2020;Air;Ammoniac (NH3);30000;kg/an
0052904147;KERJEAN (SAS) - Siège/Site de Taulé;2020;Air;Ammoniac (NH3);56700;kg/an
0052904150;EARL DU COSQUER;2020;Air;Ammoniac (NH3);16700;kg/an
0052904165;LE CORRE ROBERT (SCEA );2020;Air;Ammoniac (NH3);13200;kg/an
0052904271;EARL DE KEROPARTZ;2020;Air;Ammoniac (NH3);16700;kg/an
0052904340;SCEA MORVAN;2020;Air;Ammoniac (NH3);18600;kg/an
0052905053;SOCIETE PERON;2020;Air;Ammoniac (NH3);28300;kg/an
0053200196;SCEA DE LA HIGADERE;2020;Air;Ammoniac (NH3);21600;kg/an
0053500275;SCEA LA BROSSE (07303++);2020;Air;Ammoniac (NH3);15700;kg/an
0053500356;SCEA DE LA MAUDAYAIS;2020;Air;Ammoniac (NH3);12000;kg/an
0053500417;SCEA DU CHESNOT;2020;Air;Ammoniac (NH3);20700;kg/an
0053500599;SCEA LA PETITE FONTENELLE;2020;Air;Ammoniac (NH3);15900;kg/an
0053500677;SCEA DE L ETANG;2020;Air;Ammoniac (NH3);33900;kg/an
0053500895;SCEA DU BOIS DE THIOUZEE;2020;Air;Ammoniac (NH3);14900;kg/an
0053501019;EARL LA COUDRE;2020;Air;Ammoniac (NH3);11900;kg/an
0053501141;GAEC BINARD;2020;Air;Ammoniac (NH3);21100;kg/an
0053501146;SCEA VILGAPORC;2020;Air;Ammoniac (NH3);17600;kg/an
0053501211;SCEA RUANLT;2020;Air;Ammoniac (NH3);10500;kg/an
0053501291;SCEA LES PINS;2020;Air;Ammoniac (NH3);15400;kg/an
0053501847;EARL DE MONTIFAULT;2020;Air;Ammoniac (NH3);11100;kg/an
0053502311;SCEA MARQUET LES JARDIERES;2020;Air;Ammoniac (NH3);14800;kg/an
0053502847;SCEA LA REVERDIAIS;2020;Air;Ammoniac (NH3);13400;kg/an
0053502861;SARL SELECT PORC;2020;Air;Ammoniac (NH3);11100;kg/an
0053502974;SCEA SOC ELEVAGE (07450++);2020;Air;Ammoniac (NH3);13500;kg/an
0053502991;EARL LES OEUFS DE BENJAMIN ET D'EMILIE;2020;Air;Ammoniac (NH3);23200;kg/an
0053502996;GAEC DU BROUSSAIS;2020;Air;Ammoniac (NH3);10000;kg/an
0053503160;SCEA SAINTE ANNE;2020;Air;Ammoniac (NH3);10200;kg/an
0053504657;SCEA LA CHESNAIE GIFFARD;2020;Air;Ammoniac (NH3);15400;kg/an
0053600161;AGENA (SARL);2020;Air;Ammoniac (NH3);14400;kg/an
0053600674;LEROUGE OLIVIER;2020;Air;Ammoniac (NH3);11000;kg/an
0053700018;GALOR;2020;Air;Ammoniac (NH3);12100;kg/an
0053700604;SAS LA FENNETRIE;2020;Air;Ammoniac (NH3);90400;kg/an
0053700722;GAEC DE L'IDEE;2020;Air;Ammoniac (NH3);22300;kg/an
0053701096;GALOR SAS;2020;Air;Ammoniac (NH3);10400;kg/an
0054000372;EARL DE PEYRAN;2020;Air;Ammoniac (NH3);13100;kg/an
0054400466;GAEC DU DOMAINE HAMON;2020;Air;Ammoniac (NH3);16800;kg/an
0054400602;EARL LES VOLAILLES DU GRAND CHEMIN;2020;Air;Ammoniac (NH3);13300;kg/an
0054400640;SCEA DE SAINT YVES;2020;Air;Ammoniac (NH3);16100;kg/an
0054400843;SARL LD PORSAIN;2020;Air;Ammoniac (NH3);19900;kg/an
0054401679;GAEC DE L'EAU VIVE;2020;Air;Ammoniac (NH3);19800;kg/an
0054600161;SAS ELEVAGE DE CAZALS;2020;Air;Ammoniac (NH3);23600;kg/an
0054900242;JULIERE (SCEA DE LA);2020;Air;Ammoniac (NH3);10700;kg/an
0054900308;MAUSSIONNAIE (SCEA DE LA);2020;Air;Ammoniac (NH3);24800;kg/an
0054902442;BOISSELIER Olivier (EARL);2020;Air;Ammoniac (NH3);10000;kg/an
0054902469;SECHET CHAINDRIE (GAEC);2020;Air;Ammoniac (NH3);12600;kg/an
0055000837;HAIZIERE (SARL);2020;Air;Ammoniac (NH3);12900;kg/an
0055000956;OUTREMER (SCEA D');2020;Air;Ammoniac (NH3);13100;kg/an
0055001079;lislerie (EARL);2020;Air;Ammoniac (NH3);13200;kg/an
0055001519;DU SCY(EARL);2020;Air;Ammoniac (NH3);19400;kg/an
0055001929;GRANDS VERGERS (EARL LES);2020;Air;Ammoniac (NH3);32300;kg/an
0055002279;PLAINE (SCEA DE LA);2020;Air;Ammoniac (NH3);18700;kg/an
0055100094;GAEC LES GRANDES VIGNES;2020;Air;Ammoniac (NH3);15500;kg/an
0055100100;SCEA LA CERTINE;2020;Air;Ammoniac (NH3);103000;kg/an
0055100276;SCEA LES ROULIERS;2020;Air;Ammoniac (NH3);40300;kg/an
0055100290;SCEA PORCHERE de la VOIE ROMAINE;2020;Air;Ammoniac (NH3);23500;kg/an
0055100341;SCEA ELEVAGE DE LA SOUDE (SOUDRON);2020;Air;Ammoniac (NH3);42200;kg/an
0055100351;EARL LE ROUX;2020;Air;Ammoniac (NH3);21200;kg/an
0055300051;SCEA VERRERIE (DE LA);2020;Air;Ammoniac (NH3);33500;kg/an
0055300055;EARL MENON;2020;Air;Ammoniac (NH3);13000;kg/an
0055301525;GARROT HERVE;2020;Air;Ammoniac (NH3);10700;kg/an
0055301640;SARL GRAVIER (DU);2020;Air;Ammoniac (NH3);14400;kg/an
0055302009;SCEA TOUCHET;2020;Air;Ammoniac (NH3);16000;kg/an
0055302247;EARL BOIS GIGANT(DU);2020;Air;Ammoniac (NH3);11800;kg/an
0055302415;EARL ARCS (DES);2020;Air;Ammoniac (NH3);11900;kg/an
0055302590;GAEC BESNAIES (DES);2020;Air;Ammoniac (NH3);20200;kg/an
0055400200;SCEA LA HAIE DES PRES;2020;Air;Ammoniac (NH3);23900;kg/an
0055500119;SARL TOJAPIGS;2020;Air;Ammoniac (NH3);17100;kg/an
0055600088;SCEA DE KERBOHEC;2020;Air;Ammoniac (NH3);21200;kg/an
0055600517;SCEA DE CHAUDEVILLE;2020;Air;Ammoniac (NH3);20300;kg/an
0055600522;SA COUVOIR JOSSET;2020;Air;Ammoniac (NH3);44500;kg/an
0055601015;SARL DE LESNEE;2020;Air;Ammoniac (NH3);13700;kg/an
0055601173;EARL DU DOMAINE;2020;Air;Ammoniac (NH3);14100;kg/an
0055601181;SCEA ANNIC;2020;Air;Ammoniac (NH3);19800;kg/an
0055601354;SCEA FORMAL;2020;Air;Ammoniac (NH3);28700;kg/an
0055601402;SCEA DES BRUYERES;2020;Air;Ammoniac (NH3);20200;kg/an
0055601612;EARL LA VALLEE;2020;Air;Ammoniac (NH3);11500;kg/an
0055601738;EURL AVIPONTE-GUILLOUX;2020;Air;Ammoniac (NH3);13600;kg/an
0055601806;SCEA PINIER JOSSO;2020;Air;Ammoniac (NH3);18900;kg/an
0055601815;EARL LE COCHON DE SAINT UTEL;2020;Air;Ammoniac (NH3);17500;kg/an
0055601902;SARL DES HORTENSIAS;2020;Air;Ammoniac (NH3);19100;kg/an
0055601934;EARL DU MANEGUEN;2020;Air;Ammoniac (NH3);21200;kg/an
0055602044;SARL MAHE;2020;Air;Ammoniac (NH3);33200;kg/an
0055602152;EARL DE GUERNEQUAY;2020;Air;Ammoniac (NH3);12400;kg/an
0055602365;EARL DE GOUEHNALIGUEN;2020;Air;Ammoniac (NH3);15600;kg/an
0055602515;LE DOUARIN Quentin;2020;Air;Ammoniac (NH3);15300;kg/an
0055602981;EARL COSPEREC;2020;Air;Ammoniac (NH3);19100;kg/an
0055602988;SCEA DE LICHOUET;2020;Air;Ammoniac (NH3);22000;kg/an
0055603428;EARL LE CORRE;2020;Air;Ammoniac (NH3);12700;kg/an
0055603429;SCEA PORCS LANVAUX;2020;Air;Ammoniac (NH3);12700;kg/an
0055603514;SCEA MAINGUY-LE GRAND;2020;Air;Ammoniac (NH3);14800;kg/an
0055603715;EARL MONPAS;2020;Air;Ammoniac (NH3);17500;kg/an
0055603784;SCEA JOUBIER;2020;Air;Ammoniac (NH3);18000;kg/an
0055603824;EARL PORCINE DE TREDION;2020;Air;Ammoniac (NH3);15400;kg/an
0055614969;EARL HOUZE;2020;Air;Ammoniac (NH3);14800;kg/an
0055614993;SCEA DE KERGAL JOUAN;2020;Air;Ammoniac (NH3);31400;kg/an
0056100137;GAEC DU MARCHIS;2020;Air;Ammoniac (NH3);14200;kg/an
0056700490;EARL KAUFFMANN (ex GAEC KAUFFMANN);2020;Air;Ammoniac (NH3);15000;kg/an
0056700660;SARL FERME SCHAFBUSCH;2020;Air;Ammoniac (NH3);52100;kg/an
0056700761;EARL SCHNEIDER - FERME FAUST;2020;Air;Ammoniac (NH3);13000;kg/an
0056800007;SARL FOHRENFELD;2020;Air;Ammoniac (NH3);25000;kg/an
0056900178;SEDE ENVIRONNEMENT;2020;Air;Ammoniac (NH3);11400;kg/an
0057100135;SAS EGG TEAM;2020;Air;Ammoniac (NH3);10300;kg/an
0057101492;DOMAINE DE SOMMERY SAS;2020;Air;Ammoniac (NH3);39800;kg/an
0057200007;SAS  SOVOPA;2020;Air;Ammoniac (NH3);25000;kg/an
0057200334;SARL NCA;2020;Air;Ammoniac (NH3);17100;kg/an
0057200337;SCEA LES OEUFS DE LAUNAY;2020;Air;Ammoniac (NH3);12800;kg/an
0057201395;SCEA DES SABLES;2020;Air;Ammoniac (NH3);20400;kg/an
0057201415;SCEA DE TOUVOIE;2020;Air;Ammoniac (NH3);20100;kg/an
0057202101;EARL PIGS FARMER;2020;Air;Ammoniac (NH3);16200;kg/an
0057202349;EARL CHEREAU;2020;Air;Ammoniac (NH3);13100;kg/an
0057600149;SCEA CAUX PORC;2020;Air;Ammoniac (NH3);11300;kg/an
0057600151;SCEA GENE CAUX;2020;Air;Ammoniac (NH3);10400;kg/an
0057600352;SCEA DU MONT AU ROUX;2020;Air;Ammoniac (NH3);36400;kg/an
0057600537;SCEA CHEDRU ELEVAGE;2020;Air;Ammoniac (NH3);10800;kg/an
0057601446;SCEA DE LA TIRELIRE;2020;Air;Ammoniac (NH3);10400;kg/an
0057601510;GAEC DES POILS DE SOIE;2020;Air;Ammoniac (NH3);10800;kg/an
0057900028;SCEA PORCLOS;2020;Air;Ammoniac (NH3);18900;kg/an
0057900098;PAMPR'OEUF SAS  PRODUCTION;2020;Air;Ammoniac (NH3);27800;kg/an
0057900192;SCEA APPORCS;2020;Air;Ammoniac (NH3);13200;kg/an
0057900544;SCEA COSMOPORC;2020;Air;Ammoniac (NH3);24400;kg/an
0057900548;SCEA PLAINE DE BOUILLEES;2020;Air;Ammoniac (NH3);11000;kg/an
0057900585;SCEA L'AUBERGERE;2020;Air;Ammoniac (NH3);15700;kg/an
0057900586;SCEA PROPORCS;2020;Air;Ammoniac (NH3);12500;kg/an
0057908869;SCEA AVICOLE SEGOVOL;2020;Air;Ammoniac (NH3);10800;kg/an
0058000475;SCEA LES DOMS;2020;Air;Ammoniac (NH3);18200;kg/an
0058000563;SCEA DE L'AVRE;2020;Air;Ammoniac (NH3);10100;kg/an
0058100128;SARL AVICOLE DU FRESQUET;2020;Air;Ammoniac (NH3);12600;kg/an
0058100446;SCEA MAUREL;2020;Air;Ammoniac (NH3);21500;kg/an
0058100457;PORCI SEGALA;2020;Air;Ammoniac (NH3);10800;kg/an
0058500927;SCEA LOG ELEVAGE;2020;Air;Ammoniac (NH3);29000;kg/an
0058501825;GAEC LA VALLEE DE LA VIE;2020;Air;Ammoniac (NH3);22500;kg/an
0058502356;SAS LES FERMES DE VENDEE;2020;Air;Ammoniac (NH3);25900;kg/an
0058502486;EARL ELEVAGE DE LA MAINE;2020;Air;Ammoniac (NH3);11600;kg/an
0058502606;EARL CHEVALIER;2020;Air;Ammoniac (NH3);13300;kg/an
0058502762;EARL BRETAUD;2020;Air;Ammoniac (NH3);22000;kg/an
0058502893;GAEC DE LA GROIE;2020;Air;Ammoniac (NH3);18600;kg/an
0058502930;PICHAUD Patrice;2020;Air;Ammoniac (NH3);10300;kg/an
0058503758;SCEA LOG ELEVAGE;2020;Air;Ammoniac (NH3);16800;kg/an
0058600003;EARL SOUS LE MOULIN;2020;Air;Ammoniac (NH3);12200;kg/an
0058600072;SCEA DU RIVAULT;2020;Air;Ammoniac (NH3);54700;kg/an
0058600167;SAS LES ELEVAGES DU MAS LONG;2020;Air;Ammoniac (NH3);32500;kg/an
0058600274;SCEA PORC BEL AIR;2020;Air;Ammoniac (NH3);17300;kg/an
0058600345;EARL LA JOUBERTIERE MR GOURMAUD;2020;Air;Ammoniac (NH3);14700;kg/an
0058600371;SCEA ELIPORC MRS AUTSON DEVANNES;2020;Air;Ammoniac (NH3);32900;kg/an
0058600522;AXIOM - ELEVAGE DE CHANTELOUP;2020;Air;Ammoniac (NH3);19700;kg/an
0058700712;SAS LES ELEVAGES DU MAS LONG;2020;Air;Ammoniac (NH3);18000;kg/an
0058900014;SARL DU VAL DES FOURCHES;2020;Air;Ammoniac (NH3);10900;kg/an
0058900416;SARL DU DOMAINE DE VILLEGARDIN;2020;Air;Ammoniac (NH3);22800;kg/an
0059100019;EGGTEAM SAS;2020;Air;Ammoniac (NH3);17300;kg/an
0059700181;SCEA TROPIC'OEUF;2020;Air;Ammoniac (NH3);21200;kg/an
0059700221;TECHER KARL (Elevage Porcin);2020;Air;Ammoniac (NH3);15300;kg/an
0052902083;EARL JEZEQUEL;2020;Air;Ammoniac (NH3);16600;kg/an
0005201153;SAS LELAY;2020;Air;Ammoniac (NH3);27500;kg/an
0007209984;SCA PLAINE DES BOUILLEES;2020;Air;Ammoniac (NH3);21200;kg/an
0050100313;SCEA ROBIN FERME DE LA RICHARDIERE;2020;Air;Ammoniac (NH3);16500;kg/an
0050100339;SARL ELEVAGE DES CHARMES;2020;Air;Ammoniac (NH3);20800;kg/an
0051000066;BROUET(EARL);2020;Air;Ammoniac (NH3);27100;kg/an
0051200281;EARL LANDAPORC;2020;Air;Ammoniac (NH3);15500;kg/an
0051200589;GAEC DU PUECH DE GOLINHAC;2020;Air;Ammoniac (NH3);13300;kg/an
0051600004;GAEC DU MONAT (POLMAN);2020;Air;Ammoniac (NH3);16400;kg/an
0052203097;GAEC DE COAT BIHAN;2020;Air;Ammoniac (NH3);15400;kg/an
0052203955;GAEC DE LA HAYE;2020;Air;Ammoniac (NH3);17900;kg/an
0052206482;SCEA DE KERMERRIEN;2020;Air;Ammoniac (NH3);28100;kg/an
0052215635;SARL CJA (CARO JULIEN AVICULTURE);2020;Air;Ammoniac (NH3);17100;kg/an
0052400005;GAEC DES DEUX ETANGS;2020;Air;Ammoniac (NH3);12400;kg/an
0052400923;SAS Nursiporc;2020;Air;Ammoniac (NH3);21900;kg/an
0052600392;GAEC DE LA RESERVE;2020;Air;Ammoniac (NH3);10500;kg/an
0052900122;GAEC DU MILLIER;2020;Air;Ammoniac (NH3);14900;kg/an
0052900832;SOCIETE MICHEL LE ROUX;2020;Air;Ammoniac (NH3);26600;kg/an
0052901613;SAS BILLON;2020;Air;Ammoniac (NH3);47400;kg/an
0052901620;GAEC LE CAM;2020;Air;Ammoniac (NH3);13500;kg/an
0052901980;EARL ROUSVAL;2020;Air;Ammoniac (NH3);10600;kg/an
0052902101;EARL QUERE;2020;Air;Ammoniac (NH3);12900;kg/an
0052902742;EARL DE LESCOAT;2020;Air;Ammoniac (NH3);11700;kg/an
0052902873;EARL RAGUENES;2020;Air;Ammoniac (NH3);10600;kg/an
0052903220;SCEA DE LA VALLEE;2020;Air;Ammoniac (NH3);13300;kg/an
0052903990;EARL ROMEKER;2020;Air;Ammoniac (NH3);11000;kg/an
0052904042;EARL DE KERBREZEL;2020;Air;Ammoniac (NH3);14500;kg/an
0052904209;EARL BONNIOU;2020;Air;Ammoniac (NH3);15700;kg/an
0053500450;SCEA LA RABARDIERE;2020;Air;Ammoniac (NH3);11800;kg/an
0053500649;SOC PRO HYBRIDES;2020;Air;Ammoniac (NH3);13200;kg/an
0053500728;GAEC LA SAPINIERE;2020;Air;Ammoniac (NH3);10600;kg/an
0054100002;SOC CIVILE AGRICOLE DE LA SABLIERE;2020;Air;Ammoniac (NH3);20200;kg/an
0054401496;SCEA LES COTEAUX;2020;Air;Ammoniac (NH3);17500;kg/an
0054901937;PASSERELLE (GAEC DE LA);2020;Air;Ammoniac (NH3);10700;kg/an
0055000570;DESLANDES (GAEC);2020;Air;Ammoniac (NH3);26400;kg/an
0055003089;SARL Lemonnier;2020;Air;Ammoniac (NH3);51000;kg/an
0055500236;EARL de la Voie de Saulx;2020;Air;Ammoniac (NH3);15800;kg/an
0055600689;SARL LE MENE;2020;Air;Ammoniac (NH3);32500;kg/an
0055603184;SARL DE L'OUST;2020;Air;Ammoniac (NH3);13800;kg/an
0056700301;SCEA ROMAIN MARTIN;2020;Air;Ammoniac (NH3);18300;kg/an
0057202517;EARL ASNIERES;2020;Air;Ammoniac (NH3);12800;kg/an
0058100211;GALLES SAS;2020;Air;Ammoniac (NH3);12200;kg/an
0058501385;GAEC LA GUILBAUDIERE;2020;Air;Ammoniac (NH3);14700;kg/an
0058900008;SCEA LES TREMBLATS II;2020;Air;Ammoniac (NH3);19400;kg/an
0058900601;SCEA DU DEMI POTEN;2020;Air;Ammoniac (NH3);12900;kg/an
0054000801;SARL PORCILAND;2020;Air;Ammoniac (NH3);12800;kg/an
0003012705;Knauf Insulation Lannemezan;2020;Air;Ammoniac (NH3);46000;kg/an
0052201140;EARL DE L ISLE;2020;Air;Ammoniac (NH3);18700;kg/an
0051800377;LE PREAU SAS;2020;Air;Ammoniac (NH3);98500;kg/an
0052902521;SCEA CORNEC;2020;Air;Ammoniac (NH3);10200;kg/an
0052902502;EARL CORNEC;2020;Air;Ammoniac (NH3);15700;kg/an
0052902993;EARL DE LESMAEC;2020;Air;Ammoniac (NH3);11300;kg/an
0052901215;SOCIETE PERON;2020;Air;Ammoniac (NH3);25000;kg/an
0055301820;GAEC BRETONNIERE (DE LA);2020;Air;Ammoniac (NH3);12400;kg/an
0052800001;PORCS BEAUCE (SARL);2020;Air;Ammoniac (NH3);10800;kg/an
0059700404;PALAIS DE LA VIANDE;2020;Air;Ammoniac (NH3);20100;kg/an
0052201410;EARL DE LA VILLE BELLANGER;2020;Air;Ammoniac (NH3);14800;kg/an
0052201407;SCEA DE BELLEVUE;2020;Air;Ammoniac (NH3);10000;kg/an
0058000948;DESSAUX;2020;Air;Ammoniac (NH3);12200;kg/an
0054500401;DOMAINE DES ACACIAS;2020;Air;Ammoniac (NH3);14400;kg/an
0052901008;EARL LE ROUX;2020;Air;Ammoniac (NH3);11600;kg/an
0054500279;EGGTEAM (SAS);2020;Air;Ammoniac (NH3);29100;kg/an
0052100474;GAEC DE LA SANS FONDS;2020;Air;Ammoniac (NH3);24400;kg/an
0055600745;GAEC MORIO et Fils;2020;Air;Ammoniac (NH3);25800;kg/an
0056401282;EARL COURADES;2020;Air;Ammoniac (NH3);10100;kg/an
0005519960;GAEC DES PORCS SAINS;2020;Air;Ammoniac (NH3);11200;kg/an
0052901611;GAEC DE GUERNIGOU;2020;Air;Ammoniac (NH3);18500;kg/an
0055600207;SCEA DE KERBREVET;2020;Air;Ammoniac (NH3);16200;kg/an
0052903711;EARL DE KERVANIJO;2020;Air;Ammoniac (NH3);17100;kg/an
0055603817;GAEC COUE;2020;Air;Ammoniac (NH3);16900;kg/an
0052903051;GAEC AUX QUATRE VENTS;2020;Air;Ammoniac (NH3);10300;kg/an
0055002205;DEUX PROVINCES (GAEC DES);2020;Air;Ammoniac (NH3);14900;kg/an
0053503901;SCEA CRESPEL;2020;Air;Ammoniac (NH3);18700;kg/an
0052905018;GAEC BESCOND;2020;Air;Ammoniac (NH3);15000;kg/an
0052900126;SCEA GONIDEC;2020;Air;Ammoniac (NH3);12600;kg/an
0052901305;SCEA BARON;2020;Air;Ammoniac (NH3);21300;kg/an
0055614826;SCEA LE PONT CAR;2020;Air;Ammoniac (NH3);18200;kg/an
0053502871;SARL LA PARLETTE (06491-92);2020;Air;Ammoniac (NH3);11300;kg/an
0052205723;SCEA HAUTE HOUSSAIS;2020;Air;Ammoniac (NH3);19500;kg/an
0052201129;GAEC THOMAS;2020;Air;Ammoniac (NH3);10200;kg/an
0052903426;EARL DE PENHOAT;2020;Air;Ammoniac (NH3);11100;kg/an
